id_wikidata	article	subject	avg_pv	avg_pv_prev	size	size_prev	notes	notes_prev	images	images_prev	references	references_prev	incipit_size	incipit_on_size	incipit_prev	issues	issues_prev	issue_sourceNeeded	issue_clarify	discussion_size	discussion_prev	first_edit	days	all_visits	VdQ	vetrina	galleria_su_Commons	pagina_su_commons	pagina_su_wikisource
Q298729	Gaio Lucilio	Letteratura latina	46	44	8681	8520	10	9	1	1	2	2	188	2.17	135	0	0	0	2	2118	2118	2006-03-25	5547	100068	10	0	0		Autore:Gaio Lucilio
Q2989771	Compagnia di ventura	Storia	37	37	14437	13904	2	1	3	3	8	8	649	4.50	534	0	0	0	0	152	152	2005-12-01	5661	80819	2	0	0		
Q2990574	Complemento oggetto	Grammatica italiana	209	215	3550	3550	2	2	0	0	1	1	1031	29.04	1031	2	2	0	0	3209	3125	2005-11-03	5689	451808	-29	0	0		
Q29996	Intensità di corrente	Scienze	191	187	4384	4358	2	2	0	0	4	4	1009	23.02	1009	0	0	0	0	765	765	2008-01-19	4882	412234	16	0	0		
Q30	Stati Uniti d'America	Geografia	4311	4218	196364	194744	149	149	54	52	26	26	7673	3.91	7455	0	0	5	0	137500	136477	2003-10-30	6424	9320472	481	0	0	United States	Autore:Stati Uniti d'America
Q3007315	Cultura di massa	Storia	72	0	6877	28	5	0	0	0	0	0	600	8.72	25	0	0	0	0	2829	0	2008-11-25	4571	155439	-7	0	0		
Q300914	Libreria standard del C	Informatica	43	44	14218	14230	4	4	0	0	4	4	343	2.41	351	0	0	0	0	2946	2946	2006-05-21	5490	93787	-1	0	0		
Q3010313	Ceramica etrusca	Storia dell'arte	25	25	18539	18539	22	22	4	4	6	6	2763	14.90	2763	0	0	0	0	319	319	2012-10-14	3152	53235	0	0	0	Etruscan ceramics	
Q301920	Trasgressione marina	Scienze della Terra	6	6	4818	4818	1	1	1	1	1	1	239	4.96	239	0	0	0	0	92	92	2009-06-22	4362	13847	0	0	0		
Q30198	Palude	Geografia	74	76	3894	3039	1	0	2	2	0	0	265	6.81	278	0	0	0	0	5404	-	2009-06-13	4371	160868	-5	0	0	Marshes	Marsh
Q3021244	Uno, nessuno e centomila	Letteratura italiana	536	540	13018	13024	2	2	1	1	0	0	2337	17.95	2376	0	1	0	0	1107	1107	2006-04-18	5523	1157846	-18	0	0		Opera:Uno, nessuno e centomila
Q302218	Agnolo Firenzuola	Letteratura italiana	7	7	10305	9608	15	15	4	4	0	0	654	6.35	1	0	0	0	0	50	50	2007-05-07	5139	15105	0	0	0	Agnolo Firenzuola	Autore:Agnolo Firenzuola
Q3028597	Donne nel Medioevo	Storia	49	37	51094	51104	55	55	14	14	31	31	684	1.34	684	0	0	0	0	2953	2953	2017-07-13	1419	106794	62	0	0	Women of the Middle Ages	
Q3030513	Scomparsa	Diritto e Economia	13	13	2494	2494	0	0	0	0	1	1	570	22.85	570	1	1	0	0	49	49	2010-07-16	3973	27035	-5	0	0		
Q30404748	Necropoli di Tarquinia	Storia	23	21	5649	5642	2	2	4	4	1	1	3294	58.31	3287	0	0	0	0	1248	1248	2017-05-15	1478	49259	9	0	0		
Q3044	Carlo Magno	Storia	1351	1335	157510	154574	154	152	35	28	35	35	2016	1.28	1852	0	0	0	0	26774	24567	2003-07-13	6533	2921769	87	0	0	Carolus Magnus	Autore:Carlo Magno
Q304479	Angolo giro	Matematica	34	35	1411	1411	0	0	1	1	0	0	549	38.91	549	1	1	0	0	847	847	2004-07-21	6159	72936	-7	0	0		
Q304546	Seconda Repubblica (Italia)	Storia	185	179	28548	35770	42	74	1	1	14	14	463	1.62	463	0	0	0	0	44304	44304	2006-12-14	5283	399432	30	0	0		
Q30487	Michail Gorbačëv	Storia	737	2	51267	72	35	0	40	0	30	30	757	1.48	65	1	0	0	0	14170	13864	2004-10-30	6058	1594083	461	0	0	Mikhail Gorbachev	Mikhail Gorbachev
Q305176	Armistizio di Villafranca	Storia	77	75	32143	32143	33	33	11	11	6	6	1437	4.47	1437	0	0	0	0	29079	29079	2003-10-02	6452	166275	11	0	0		
Q305186	Mercato del lavoro	Diritto e Economia	52	50	8269	8144	0	0	1	0	4	4	409	4.95	296	0	0	0	0	1284	1284	2006-07-01	5449	111927	8	0	0	Labour	
Q3057447	Errore assoluto	Fisica	104	104	5497	5479	0	0	0	0	0	0	744	13.53	724	1	1	0	0	2554	2554	2005-10-03	5720	224228	-2	0	0		
Q3064117	Faccia (geometria)	Matematica	7	7	1705	1705	0	0	1	1	0	0	582	34.13	582	1	1	0	0	40	40	2007-11-13	4949	14881	0	0	0		
Q3064603	Fascio di circonferenze	Matematica	22	21	6562	6562	2	2	1	1	2	2	615	9.37	615	0	0	0	0	40	40	2008-05-16	4764	48557	10	0	0		
Q3064604	Fascio di rette	Matematica	34	35	3318	3318	0	0	2	2	0	0	229	6.90	229	1	1	0	0	40	40	2005-11-29	5663	73943	-3	0	0		
Q306786	Decadimento beta	Chimica	126	122	19087	18817	10	10	1	1	12	12	476	2.49	476	0	0	0	0	9584	5939	2004-07-26	6154	272161	17	0	0	Beta decay	
Q307	Galileo Galilei	Fisica	1633	1633	191491	181138	209	211	36	37	13	13	7824	4.09	8196	0	0	0	0	292494	290667	2003-11-06	6417	3529870	3	0	0	Galileo Galilei	Autore:Galileo Galilei
Q30755	Auguste Rodin	Storia dell'arte	123	124	58664	59439	77	76	24	24	15	15	2300	3.92	2299	0	0	0	0	14010	14010	2005-02-12	5953	265839	-7	0	0	Auguste Rodin	Auguste Rodin
Q3079079	Foresta del Congo	Geografia	17	15	11422	11422	8	8	3	3	1	1	1138	9.96	1138	0	0	0	0	0	0	2017-01-11	1602	37445	12	0	0	Congo Rainforest	
Q3080284	Frazione algebrica	Matematica	18	16	1798	1798	0	0	0	0	0	0	1572	87.43	1572	1	1	0	0	40	40	2008-09-26	4631	38663	8	0	0		
Q30849	Blog	Informatica	423	461	34180	29912	28	26	1	0	7	7	500	1.46	441	2	2	2	1	19942	19942	2003-11-23	6400	914236	-189	0	0	Blogs	
Q30888465	Legge 22 maggio 1978, n. 194	Storia	156	149	34103	30955	36	31	1	1	7	7	148	0.43	148	0	0	0	0	4441	2254	2017-02-26	1556	337766	36	0	0		
Q30890756	Ricostruzione (Italia)	Storia	16	13	9320	9310	15	15	1	1	0	0	992	10.64	992	0	0	0	0	2239	2239	2017-02-28	1554	34974	14	0	0		
Q30894408	Frase nucleare	Grammatica italiana	6	6	1298	1298	1	1	0	0	0	0	1039	80.05	1039	1	1	0	0	83	0	2016-09-08	1727	13105	2	0	0		
Q30898828	Amministrazione finanziaria	Diritto e Economia	26	22	2079	2029	0	0	0	0	0	0	176	8.47	176	1	1	0	0	49	49	2017-06-04	1458	56726	21	0	0		
Q309157	Tesi di Church-Turing	Informatica	17	17	5008	4827	0	0	0	0	1	1	423	8.45	423	0	0	0	0	650	287	2005-06-17	5828	36574	0	0	0	Turing machines	
Q309579	Skopas	Storia dell'arte	38	38	19478	19478	16	16	3	3	5	5	384	1.97	384	0	0	0	0	1417	1417	2005-06-22	5823	81919	1	0	0	Scopas	
Q309786	Emilio Salgari	Letteratura italiana	306	285	40916	40637	28	28	10	10	39	39	624	1.53	624	0	0	0	0	12579	11675	2003-05-03	6604	661515	103	0	0	Emilio Salgari	Autore:Emilio Salgari
Q309818	Nicolas Malebranche	Filosofia	21	21	18047	18008	10	10	1	1	0	0	319	1.77	319	0	0	0	0	228	228	2006-08-09	5410	46241	2	0	0	Nicolas Malebranche	Autore:Nicolas Malebranche
Q31	Belgio	Geografia	1109	1118	96717	95868	15	15	40	40	0	0	3579	3.70	3480	1	1	4	1	13515	13515	2002-12-15	6743	2398582	-40	0	0	Belgium	
Q310916	Giamblico	Filosofia	22	21	11902	11486	2	2	1	1	5	5	397	3.34	2	0	0	0	0	289	289	2006-02-21	5579	46569	1	0	0		Autore:Giamblico
Q311287	Lucio Accio	Letteratura latina	15	14	6860	6336	11	11	0	0	4	4	503	7.33	1	0	0	0	0	433	433	2004-04-11	6260	31967	1	0	0		Autore:Lucio Accio
Q311674	Francesco Landini	Letteratura italiana	17	16	13193	12923	10	10	2	2	5	5	217	1.64	217	0	0	6	0	744	744	2006-10-21	5337	36846	4	0	0	Francesco Landini	
Q311802	Giuseppe Ungaretti	Letteratura italiana	1122	1095	39111	36553	31	26	7	8	4	4	962	2.46	1	0	0	0	0	26134	24821	2006-12-03	5294	2426462	149	0	0	Giuseppe Ungaretti	Autore:Giuseppe Ungaretti
Q3118964	Guerra civile in Italia (1943-1945)	Storia	101	98	134690	134451	195	195	26	24	41	41	4485	3.33	4313	1	1	1	0	247340	247340	2011-08-17	3576	219277	16	0	0	Italian civil war	
Q3119190	Guerre romano-etrusche	Storia	34	33	67346	67264	99	99	44	44	28	28	1062	1.58	987	0	0	0	0	544	544	2013-08-08	2854	74575	10	0	0		
Q312392	Lucio Fontana	Storia dell'arte	225	230	16034	15695	17	17	1	1	9	9	451	2.81	2	1	1	1	0	6087	6087	2006-01-31	5600	486896	-22	0	0	Lucio Fontana	
Q312617	Rosso Fiorentino	Storia dell'arte	76	75	43741	43543	31	31	15	15	22	22	1241	2.84	1332	0	0	0	0	46	46	2005-10-28	5695	164049	4	0	0	Rosso Fiorentino	
Q313600	Fotocamera	Fisica	190	183	82375	82224	89	89	40	40	15	15	1584	1.92	1584	0	0	0	0	28855	28855	2005-02-17	5948	411206	36	0	0	Cameras	
Q3136905	Italia nella prima guerra mondiale	Storia	366	344	166646	164705	191	187	30	30	24	24	4144	2.49	4146	0	0	0	0	10895	10895	2015-03-21	2264	792336	115	0	0	Italy in World War I	
Q314488	Leonardo Bruni	Filosofia	32	31	10673	7545	6	2	4	4	4	4	554	5.19	1	0	0	0	0	212	212	2006-01-15	5616	68909	3	0	0	Leonardo Bruni	Autore:Leonardo Bruni
Q314677	Marco Pacuvio	Letteratura latina	17	17	15326	15326	20	20	0	0	21	21	74	0.48	74	0	0	0	0	1905	1905	2006-04-09	5532	36110	0	0	0		Autore:Marco Pacuvio
Q3151690	Oggi	Storia	42	39	1085	1133	0	0	0	0	0	0	422	38.89	422	0	0	0	0	1621	820	2006-05-12	5499	91632	17	0	0		
Q315357	Marsilio da Padova	Filosofia	26	26	16437	15842	4	0	3	3	11	11	4	0.02	4	1	1	0	0	651	651	2005-11-13	5679	56600	-1	0	0	Marsilius of Padua	Autore:Marsilio da Padova
Q316559	Arnold Geulincx	Filosofia	2	2	2496	2401	0	0	1	0	2	2	1816	72.76	1767	0	0	0	0	208	208	2005-06-07	5838	4755	0	0	0		Autore:Arnold Geulincx
Q316876	Guido Cavalcanti	Letteratura italiana	194	185	12305	11878	3	3	3	3	1	1	278	2.26	2	0	0	0	0	7059	7059	2006-12-05	5292	419904	45	0	0	Guido Cavalcanti	Autore:Guido Cavalcanti
Q317098	Lanfranco di Canterbury	Filosofia	7	7	10194	10070	2	2	4	3	5	5	4	0.04	4	1	1	2	0	667	667	2005-11-08	5684	14232	0	0	0	Lanfranc of Pavia	
Q317142	Leonardo Sciascia	Letteratura italiana	500	476	96937	94416	55	53	13	13	67	67	1232	1.27	1215	1	1	2	0	11980	11980	2005-06-05	5840	1080733	119	0	0	Leonardo Sciascia	Autore:Leonardo Sciascia
Q317267	Jacopone da Todi	Letteratura italiana	164	3	23501	28	23	0	3	0	0	0	1150	4.89	25	1	0	0	0	15659	0	2006-11-30	5297	354211	16	0	0	Jacopone da Todi	Autore:Jacopone da Todi
Q318	Galassia	Scienze della Terra	323	324	101978	98713	112	110	36	36	18	18	4010	3.93	4213	0	0	0	0	12623	12623	2003-11-05	6418	697696	-4	0	1	Galaxies	
Q318394	Arte egizia	Storia dell'arte	147	144	44941	44947	22	22	31	31	0	0	521	1.16	521	0	0	0	0	964	964	2007-06-15	5100	316872	13	0	0	Ancient Egyptian art	
Q3185305	Regno Unito di Israele	Storia	21	16	29205	20308	33	21	4	4	5	5	578	1.98	3018	0	0	0	2	3339	1046	2008-05-17	4763	45896	27	0	0	Kingdom of Israel	
Q318787	Pietro Pomponazzi	Filosofia	28	27	21100	20312	6	6	4	4	3	3	620	2.94	1	0	0	0	0	39	39	2005-10-01	5722	60464	3	0	0	Pietro Pomponazzi	Autore:Pietro Pomponazzi
Q31929	Impero carolingio	Storia	301	288	49049	47858	8	8	10	9	19	19	3060	6.24	2776	1	1	0	0	373	373	2006-08-02	5417	650595	65	0	0	Maps of the Carolingian Empire	
Q319557	Matteo Maria Boiardo	Letteratura italiana	95	95	17879	17526	6	6	5	5	11	11	133	0.74	133	0	0	0	0	6581	6581	2006-12-05	5292	205806	1	0	0	Matteo Maria Boiardo	Autore:Matteo Maria Boiardo
Q319622	Risparmio	Diritto e Economia	48	47	9438	9391	1	1	1	0	10	10	1077	11.41	1040	0	0	0	0	1252	1252	2004-10-09	6079	103436	2	0	0		
Q319891	Suffragio universale	Storia	622	582	14655	14209	9	8	2	2	1	1	756	5.16	651	1	1	2	0	4029	4029	2005-06-27	5818	1345196	201	0	0		
Q32	Lussemburgo	Geografia	806	824	45076	44345	35	35	9	9	0	0	3355	7.44	3266	2	2	2	0	9075	9075	2004-02-03	6328	1741630	-90	0	0	Luxembourg	Lëtzebuerg
Q3200440	Egemonia tebana	Storia	24	23	4882	4870	0	0	2	2	2	2	538	11.02	526	0	0	0	0	112	112	2013-09-20	2811	52901	6	0	0		
Q320388	Sistema isolato	Chimica	38	37	1694	1585	3	3	1	0	4	4	1173	69.24	1066	0	0	0	0	37	37	2005-10-05	5718	81770	5	0	0		
Q3204179	L'infinito	Letteratura italiana	894	761	16044	15515	8	7	3	3	4	4	2929	18.26	2663	0	0	0	0	9122	9122	2007-02-18	5217	1932299	655	0	0		
Q32043	Addizione	Matematica	91	96	14382	14387	16	16	7	7	7	7	1849	12.86	1849	0	0	0	0	8609	8609	2005-07-08	5807	196464	-25	0	0	Addition	
Q3209720	Il partigiano Johnny (romanzo)	Letteratura italiana	90	2	17540	17540	2	2	0	0	2	2	675	3.85	675	0	0	0	0	50	50	2005-11-28	5664	195522	2	0	0		
Q32098	Sanzione	Diritto e Economia	76	76	6968	7359	0	0	0	0	4	4	2367	33.97	323	0	0	0	0	49	49	2006-01-01	5630	163545	-1	0	0	Sanctions	
Q321	Via Lattea	Scienze della Terra	509	499	69355	67988	75	73	15	15	26	26	2758	3.98	2746	0	0	0	0	15919	15919	2003-11-10	6413	1100002	51	0	1	Milky Way Galaxy	Milky Way
Q3210444	La casa in collina	Letteratura italiana	84	82	9580	8896	9	8	0	0	2	2	263	2.75	263	0	0	0	0	4332	4332	2007-04-12	5164	180628	10	0	0		
Q321219	Dinastia dei Severi	Storia	96	90	39137	38977	47	47	6	6	4	4	1517	3.88	1517	0	0	0	0	797	797	2004-12-13	6014	206813	29	0	0	Severan dynasty	
Q321245	Richard Serra	Storia dell'arte	16	16	8522	8522	4	4	21	21	0	0	1	0.01	1	0	0	0	0	3687	3687	2007-07-05	5080	33703	-2	0	0	Richard Serra	Richard Serra
Q3220391	Servizio di rete sociale	Informatica	93	98	15538	15507	5	5	1	1	1	1	1117	7.19	1119	0	0	0	0	5667	5667	2009-12-18	4183	200682	-24	0	0	Social networking services	
Q3221445	Il cinque maggio	Letteratura italiana	390	376	20546	20898	19	20	5	5	14	14	528	2.57	528	0	0	0	0	4261	4261	2005-08-25	5759	843046	67	0	0		Il cinque maggio
Q322666	Regola di Cramer	Matematica	111	114	17310	17237	0	0	1	1	4	4	518	2.99	543	0	0	0	0	3416	3416	2005-06-28	5817	240950	-10	0	0	Cramer's rule	
Q323	Big Bang	Scienze della Terra	522	524	113138	106325	106	97	9	9	19	19	2340	2.07	2295	0	1	1	0	47180	47180	2004-04-25	6246	1128702	-7	0	0	Big Bang	
Q3230	Atmosfera terrestre	Scienze della Terra	332	327	28987	28626	9	9	6	3	1	1	921	3.18	887	0	0	3	0	2914	2914	2006-10-06	5352	716776	24	0	0	Earth's atmosphere	
Q3231688	Le confessioni d'un italiano	Letteratura italiana	71	68	19944	18627	2	2	1	1	7	7	873	4.38	642	0	0	0	0	3290	3290	2005-05-04	5872	153611	14	0	0		Opera:Le confessioni di un italiano
Q3233315	Gli indifferenti	Letteratura italiana	153	134	7757	7207	1	1	0	0	0	0	237	3.06	417	1	0	0	0	1779	1779	2006-01-10	5621	330698	96	0	0		
Q3240252	Polimorfismo (informatica)	Informatica	47	45	12338	12247	0	0	0	0	0	0	1002	8.12	1002	1	1	0	1	41	41	2005-08-30	5754	100700	5	0	0		
Q3242046	Diritti economici, sociali e culturali	Diritto e Economia	22	19	20631	20636	12	12	1	1	8	8	2337	11.33	2342	0	0	2	0	105	105	2014-06-02	2556	47904	15	0	0		
Q32500	Carlo V d'Asburgo	Storia	813	787	127157	125569	94	95	71	70	59	59	5357	4.21	5346	0	0	2	0	75606	75606	2004-10-10	6078	1756942	128	0	0	Charles V, Holy Roman Emperor	Autore:Carlo V d'Asburgo
Q3250296	Angolo acuto	Matematica	64	68	1511	1511	0	0	1	1	0	0	569	37.66	569	1	1	0	0	40	40	2004-11-02	6055	139033	-20	0	0	Acute angles	
Q32518	Punti di sospensione	Grammatica italiana	87	91	5172	5179	5	5	1	1	0	0	511	9.88	511	0	0	0	0	1738	1689	2006-08-18	5401	187759	-20	0	0	Ellipses (punctuation)	
Q325519	Costante di dissociazione acida	Chimica	156	156	2426	2180	0	0	0	0	0	0	670	27.62	430	0	0	0	0	1579	37	2004-08-20	6129	337985	5	0	0		
Q325656	Umiliazione di Canossa	Storia	168	163	7490	7086	5	4	3	2	1	1	766	10.23	788	0	0	0	0	178	178	2007-07-03	5082	362516	24	0	0	Walk to Canossa	
Q3258694	Leggi fascistissime	Storia	257	244	10318	10367	4	4	0	0	0	0	1244	12.06	1244	1	1	0	0	6235	6235	2006-05-26	5485	556289	65	0	0		
Q327675	Crittografia simmetrica	Informatica	52	51	10555	10287	1	1	4	1	3	3	943	8.93	928	2	2	0	0	5434	5434	2003-07-04	6542	113034	6	0	0	Symmetric-key algorithms	
Q328293	Retroattività	Diritto e Economia	84	89	11689	11036	10	9	0	0	0	0	741	6.34	741	0	0	0	0	390	390	2008-02-21	4849	182069	-21	0	0		
Q32833	Teofilo Folengo	Letteratura italiana	37	38	10583	10718	3	3	2	2	6	6	100	0.94	100	0	0	0	0	3803	3803	2006-10-14	5344	80567	-1	0	0	Teofilo Folengo	Autore:Teofilo Folengo
Q328747	Jean de Joinville	Letteratura italiana	11	8	10800	9857	4	4	3	3	4	4	840	7.78	1	0	0	0	0	104	104	2010-10-08	3889	23038	11	0	0	Jean de Joinville	Autore:Jean de Joinville
Q3294789	Magnetismo	Scienze	122	124	9042	8848	3	3	3	3	0	0	1250	13.82	1107	0	0	0	0	2020	2020	2005-05-27	5849	262816	-10	0	0	Magnetism	
Q329838	Crisi del III secolo	Storia	131	121	74807	75264	56	56	9	9	2	2	2291	3.06	2292	0	0	0	0	2414	2414	2005-08-29	5755	283562	52	0	0	Crisis of the Third Century	
Q32993	Rivoluzione comunista cinese	Storia	12	7	8537	8765	7	7	13	13	0	0	1390	16.28	1608	0	0	0	0	111	111	2018-11-19	925	25401	22	0	0		
Q33	Finlandia	Geografia	843	-	95172	-	47	-	18	-	-	-	5797	6.09	-	0	-	2	0	17696	-	2003-07-06	6540	1822992	-61	0	0	Finland	Suomi – Finland
Q331439	Sovrappopolazione	Geografia	35	33	4946	4940	2	2	0	0	2	2	267	5.40	267	0	0	0	0	0	-	2006-03-15	5557	75520	10	0	0	Human overpopulation	
Q332489	Giovan Battista Marino	Letteratura italiana	144	137	143550	122958	135	7	3	2	41	41	1044	0.73	774	3	1	2	0	5030	5030	2005-02-01	5964	310749	34	0	0	Giambattista Marino	Autore:Giovan Battista Marino
Q332626	Francesco Crispi	Storia	311	299	112950	112784	170	169	62	62	0	0	1690	1.50	1690	0	0	0	0	15496	15496	2004-09-22	6096	671521	60	0	0	Francesco Crispi	Autore:Francesco Crispi
Q3330103	Monarchia parlamentare	Storia	281	251	7145	7216	0	0	1	1	0	0	324	4.53	301	1	1	0	0	36	36	2006-10-15	5343	606655	145	0	0		
Q3338723	Neutralità italiana (1914-1915)	Storia	48	47	67283	67241	31	31	7	7	22	22	451	0.67	451	1	1	3	0	3957	3957	2007-01-08	5258	103856	6	0	0		
Q334154	Giovanni Battista Della Porta	Filosofia	26	26	24592	19771	11	6	6	5	15	15	1259	5.12	1	0	0	0	0	1309	1309	2005-04-14	5892	57201	1	0	0	Giambattista della Porta	Autore:Giovanni Battista Della Porta
Q334188	Pietro Bembo	Letteratura italiana	144	137	70767	69951	111	111	25	25	16	16	788	1.11	788	0	0	0	0	1643	1643	2005-04-28	5878	310947	35	1	0	Pietro Bembo	Autore:Pietro Bembo
Q33456	Potenza (matematica)	Matematica	181	193	10290	10244	0	0	1	1	0	0	1001	9.73	1001	1	1	0	0	2348	2348	2005-01-21	5975	391847	-56	0	0	Exponentiation	
Q33477	Eugène Delacroix	Storia dell'arte	181	-	27093	-	16	-	9	-	-	-	1915	7.07	-	0	-	0	0	10008	-	2007-09-08	5015	390997	14	0	0	Eugène Delacroix	Eugène Delacroix
Q335234	Videocamera	Tecnologia	30	29	9191	8791	5	1	4	3	0	0	780	8.49	467	0	2	0	0	2198	1638	2005-12-16	5646	64184	5	0	0	Camcorders	
Q33540	Limite di una funzione	Matematica	180	178	23410	23306	3	3	2	2	8	8	1640	7.01	1599	0	0	0	0	4705	4705	2005-09-09	5744	388590	7	0	0	Limit of a function	
Q3354732	Arte romana	Storia dell'arte	143	141	59337	59339	7	7	37	37	4	4	1255	2.12	1255	0	0	0	0	6472	6472	2005-03-06	5931	310207	15	0	0	Ancient Roman art	
Q3358290	Piramide (geometria)	Matematica	92	97	6481	6380	1	1	3	3	0	0	595	9.18	595	0	0	0	0	8020	8020	2005-04-22	5884	198611	-28	0	0	Pyramids (geometry)	
Q3359409	Micronesia	Geografia	97	96	3458	3441	1	1	3	3	0	0	701	20.27	694	0	0	0	0	953	953	2004-05-16	6225	208737	2	0	0	Micronesia	
Q336	Scienza	Biologia	325	310	45580	45268	55	55	10	8	3	3	4223	9.27	4222	0	0	1	0	68114	68115	2003-06-22	6554	702953	77	0	0	Science	Categoria:Testi scientifici
Q3365552	Parlamento del Regno di Sardegna	Storia	11	10	3162	3162	0	0	3	3	8	8	1960	61.99	1960	1	1	0	0	202	202	2011-03-07	3739	24073	4	0	0		
Q337120	Neutralizzazione (chimica)	Chimica	56	52	3108	3108	1	1	1	1	1	1	1362	43.82	1362	0	0	0	0	106	106	2011-04-20	3695	120595	19	0	0		
Q337311	Antonio Rosmini	Filosofia	87	89	45310	45484	16	16	8	8	1	1	81	0.18	81	0	0	0	0	3765	3765	2006-06-02	5478	188622	-6	0	0	Antonio Rosmini	Autore:Antonio Rosmini
Q3374400	Pittura etrusca	Storia dell'arte	33	30	20092	20094	25	25	6	6	8	8	807	4.02	807	0	0	0	0	563	563	2008-04-20	4790	70506	11	0	0		
Q33745	Guerra del Peloponneso	Storia	428	412	89464	89813	175	175	15	15	16	16	2469	2.76	2488	3	1	0	0	7317	6827	2004-10-09	6079	926058	84	0	0	Peloponnesian War	
Q337547	Religione romana	Storia	162	158	56843	56678	69	69	10	10	17	17	4744	8.35	4662	0	0	0	0	15951	15951	2005-04-01	5905	351210	22	0	0		
Q338	Cosmologia (astronomia)	Scienze della Terra	75	19	22842	506	1	0	1	0	0	0	840	3.68	401	1	0	0	0	41026	0	2004-02-19	6312	161101	-13	0	0	Cosmology	
Q338257	Proposizione consecutiva	Grammatica italiana	67	65	1661	1664	0	0	0	0	0	0	1337	80.49	1340	0	0	0	0	49	0	2007-11-15	4947	145858	12	0	0		
Q33829	Popolazione	Geografia	291	294	26555	26651	0	0	3	3	4	4	582	2.19	624	0	0	0	0	4944	-	2004-03-10	6292	628542	-15	0	0	Human populations	
Q338478	Accademia dell'Arcadia	Letteratura italiana	149	148	70484	69936	271	269	4	4	18	18	2021	2.87	2029	0	0	4	0	17915	17915	2006-12-09	5288	322082	6	0	0	Accademia dell'Arcadia (Rome)	
Q3388095	Pietro Borsieri	Letteratura italiana	6	6	8077	8077	1	1	3	3	12	12	156	1.93	156	0	0	0	0	127	127	2006-10-20	5338	12617	0	0	0	Pietro Borsieri	Autore:Pietro Borsieri
Q339072	Normalizzazione (informatica)	Informatica	91	91	8766	8797	0	0	0	0	0	0	637	7.27	637	1	1	0	0	5025	5025	2005-06-21	5824	196100	-4	0	0		
Q3392	Nilo	Storia	438	437	29111	28991	14	14	17	17	2	2	2753	9.46	2698	0	0	0	0	4845	4845	2003-06-11	6565	945897	5	0	0	Nile	Nile
Q3394849	Velocità di reazione	Chimica	73	70	5552	5272	5	5	2	0	2	2	214	3.85	214	0	0	0	0	599	599	2004-10-01	6087	157692	12	0	0		
Q33971	Foglia	Scienze	234	244	12572	12045	0	0	6	6	0	0	456	3.63	539	1	1	0	0	3272	3272	2005-05-22	5854	506754	-47	0	0	Leaves	Leaf
Q34	Svezia	Geografia	1186	1154	92459	93716	61	59	46	47	4	4	5761	6.23	5740	0	0	0	0	17506	17506	2003-10-03	6451	2563555	161	0	0	Sweden	Sverige
Q34027	Latitudine	Scienze della Terra	277	280	2831	2518	0	0	2	1	0	0	740	26.14	583	0	0	0	0	211	211	2004-01-26	6336	599080	-16	0	0	Latitudes	
Q3407566	Proposizione incidentale	Grammatica italiana	36	35	1825	1706	2	2	0	0	1	1	492	26.96	373	1	1	0	0	49	46	2010-11-21	3845	78430	5	0	0		
Q3417663	Guerre romano-celtiche	Storia	25	23	98100	98123	114	114	33	33	51	51	4294	4.38	4321	0	0	0	0	1800	1800	2008-10-21	4606	53512	6	0	0		
Q3428776	Query	Informatica	82	82	5179	5121	0	0	0	0	0	0	777	15.00	716	2	2	0	0	41	41	2005-06-28	5817	177171	-2	0	0		
Q344	Futuro	Storia	35	37	3821	3202	0	0	0	0	0	0	532	13.92	532	1	1	0	0	36	36	2005-12-08	5654	75694	-7	0	0	Future	
Q34417	Filippo II di Spagna	Storia	420	399	81412	81911	60	60	43	49	0	0	3	0.00	3	0	0	0	0	4787	4787	2005-06-19	5826	908895	107	0	0	Philip II of Spain	Autore:Filippo II di Spagna
Q34503	Maometto II	Storia	117	109	17147	17103	7	7	3	3	14	14	508	2.96	510	0	0	0	0	9046	9046	2007-05-08	5138	252775	40	0	0	Mehmed II	Fatih Sultan Mehmed
Q34508	Video	Tecnologia	63	64	30460	30468	2	2	3	3	0	0	1189	3.90	1189	1	1	0	0	3690	3690	2006-08-14	5405	135140	-8	0	0	Video	
Q3454555	Dominanza (genetica)	Biologia	119	122	4664	4731	0	0	1	1	0	0	335	7.18	338	1	1	0	0	38	38	2007-04-27	5149	257854	-15	0	0	Dominance (genetics)	
Q34581	Parto	Biologia	141	148	17286	17286	8	8	6	6	0	0	378	2.19	378	0	0	0	0	17154	17154	2006-11-24	5303	304523	-36	0	0	Childbirth	
Q34618	Gustave Courbet	Storia dell'arte	215	214	26447	26387	12	12	13	13	9	9	437	1.65	446	0	0	0	0	2426	2095	2005-01-30	5966	464565	5	0	0	Gustave Courbet	Gustave Courbet
Q34636	Art Nouveau	Storia dell'arte	576	593	40619	39807	20	20	21	18	26	26	1301	3.20	1319	0	0	0	0	21541	21541	2005-02-04	5961	1244338	-83	0	0	Art Nouveau	Art Nouveau
Q34698	Aggettivo	Grammatica italiana	171	173	8724	8930	10	11	0	0	5	5	231	2.65	428	1	1	0	2	1852	1762	2005-08-21	5763	369465	-10	0	0	Adjectives	
Q347	Liechtenstein	Geografia	877	931	41911	39348	41	34	8	8	1	1	2580	6.16	2506	0	0	3	0	7634	6822	2003-10-13	6441	1896383	-262	0	0	Liechtenstein	Liechtenstein
