ISTAT	Titolo	lat	lon	RipartizioneN	Ripartizione	Regione	Provincia	Capoluogo	Sigla	Popolazione	pDim	svg	jpg	png	gif	tif	mAltri	nNum	bDim	bNum	mNum	mSezioni	mDim	mImm	qTipo	aNum	C	Correggere	Curiosità	D	E	F	NN	Organizzare	P	Recentismo	S	Senza fonte	Tmp	W
60043	Isola del Liri	41.68333333	13.56666667	3	Centro	Lazio	Frosinone	0	FR	11187	20529	9	14	3	0	0	0	11	0	0	1	Monumenti e luoghi d'interesse	2,919	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
41021	Isola del Piano	43.73723889	12.7831	3	Centro	Marche	Pesaro e Urbino	0	PU	555	5963	8	0	3	0	0	0	12	0	0	1	Monumenti e luoghi d'interesse	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23040	Isola della Scala	45.26666667	11.13333333	2	Nord-est	Veneto	Verona	0	VR	11538	20725	11	6	4	0	0	0	12	0	0	1	Monumenti e luoghi d'interesse	9,151	4	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
82043	Isola delle Femmine	38.2	13.25	5	Isole	Sicilia	Palermo	0	PA	7099	11681	10	2	1	0	0	0	17	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101013	Isola di Capo Rizzuto	38.96666667	17.1	4	Sud	Calabria	Crotone	0	KR	17462	11550	8	2	3	0	0	0	12	658	4	1	Monumenti e luoghi d'interesse	3,258	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
16121	Isola di Fondra	45.98333333	9.75	1	Nord-ovest	Lombardia	Bergamo	0	BG	173	11723	8	3	3	0	0	0	3	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19053	Isola Dovarese	45.17583333	10.31222222	1	Nord-ovest	Lombardia	Cremona	0	CR	1139	8485	11	5	2	0	0	0	1	119	1	1	Monumenti e luoghi d'interesse	570	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
23041	Isola Rizza	45.28333333	11.2	2	Nord-est	Veneto	Verona	0	VR	3248	14616	11	5	4	0	0	0	6	0	0	1	Monumenti e luoghi d'interesse	4,216	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
6087	Isola Sant'Antonio	45.03111111	8.851111111	1	Nord-ovest	Piemonte	Alessandria	0	AL	659	5669	6	4	3	0	0	0	12	0	0	1	Monumenti e luoghi d'interesse	299	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
24048	Isola Vicentina	45.63333333	11.45	2	Nord-est	Veneto	Vicenza	0	VI	10331	60280	8	5	5	0	0	0	202	1,242	9	1	Monumenti e luoghi d'interesse	16,602	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1123	Isolabella	44.9	7.916666667	1	Nord-ovest	Piemonte	Torino	0	TO	379	3236	9	0	3	0	0	0	9	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8032	Isolabona	43.87944444	7.638897222	1	Nord-ovest	Liguria	Imperia	0	IM	686	13108	11	7	3	0	0	0	36	0	0	1	Monumenti e luoghi d'interesse	2,982	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71026	Isole Tremiti	42.11666667	15.5	4	Sud	Puglia	Foggia	0	FG	458	27655	10	7	1	0	0	0	27	632	6	1	Monumenti e luoghi d'interesse	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17086	Isorella	45.3092	10.3233	1	Nord-ovest	Lombardia	Brescia	0	BS	4126	23161	10	3	2	1	0	0	22	711	3	1	Monumenti e luoghi d'interesse	1,968	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
65059	Ispani	40.08333333	15.56666667	4	Sud	Campania	Salerno	0	SA	1001	13510	7	4	1	1	0	0	7	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88005	Ispica	36.78527778	14.90694444	5	Isole	Sicilia	Ragusa	0	RG	16334	57022	14	40	4	0	0	0	45	1,511	12	1	Monumenti e luoghi d'interesse	14,614	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12084	Ispra	45.81666667	8.616666667	1	Nord-ovest	Lombardia	Varese	0	VA	5298	20586	9	9	2	0	0	0	6	0	0	1	Monumenti e luoghi d'interesse	6,388	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1124	Issiglio	45.45	7.75	1	Nord-ovest	Piemonte	Torino	0	TO	395	3518	8	2	3	0	0	0	7	0	0	1	Monumenti e luoghi d'interesse	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7036	Issime	45.68333333	7.85	1	Nord-ovest	Valle d'Aosta/Vallée d'Aoste	Valle d'Aosta/Vallée d'Aoste	0	AO	405	28466	8	12	2	0	0	0	39	285	1	2	Monumenti e luoghi d'interesse|Musei	1,322	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
16122	Isso (Italia)	45.47666667	9.759444444	1	Nord-ovest	Lombardia	Bergamo	0	BG	648	7019	10	2	3	0	0	0	3	0	0	1	Monumenti e luoghi d'interesse	948	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7037	Issogne	45.65	7.683333333	1	Nord-ovest	Valle d'Aosta/Vallée d'Aoste	Valle d'Aosta/Vallée d'Aoste	0	AO	1368	9422	12	6	2	0	0	0	11	566	3	1	Monumenti e luoghi d'interesse	2,483	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26035	Istrana	45.68333333	12.1	2	Nord-est	Veneto	Treviso	0	TV	9141	7616	9	1	4	0	0	0	6	0	0	1	Monumenti e luoghi d'interesse	1,324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83036	Itala (Italia)	38.05111111	15.43694444	5	Isole	Sicilia	Messina	0	ME	1568	9270	8	2	2	0	0	0	8	84	1	1	Monumenti e luoghi d'interesse	2,537	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59010	Itri	41.28333333	13.53333333	3	Centro	Lazio	Latina	0	LT	10672	40448	12	13	3	0	0	0	17	209	1	1	Monumenti e luoghi d'interesse	13,974	7	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
90032	Ittireddu	40.5443631	8.9021444	5	Isole	Sardegna	Sassari	0	SS	485	7976	8	4	1	0	0	0	5	473	2	2	Monumenti e luoghi d'interesse|Musei	1,199	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90033	Ittiri	40.5907532	8.5695076	5	Isole	Sardegna	Sassari	0	SS	8379	26993	9	18	2	0	0	0	16	789	5	1	Monumenti e luoghi d'interesse	5,795	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1125	Ivrea	45.46222222	7.874722222	1	Nord-ovest	Piemonte	Torino	0	TO	23338	53306	26	18	2	0	0	0	28	593	5	2	Monumenti e luoghi d'interesse|Musei	17,733	8	0	3	0	0	0	1	0	1	0	0	0	0	0	1	0	0
19054	Izano	45.35	9.75	1	Nord-ovest	Lombardia	Cremona	0	CR	1968	17347	8	5	3	0	0	0	9	0	0	1	Monumenti e luoghi d'interesse	7,828	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
79065	Jacurso	38.85	16.38333333	4	Sud	Calabria	Catanzaro	0	CZ	596	6077	8	4	2	0	0	0	6	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70030	Jelsi	41.51666667	14.8	4	Sud	Molise	Campobasso	0	CB	1731	15536	8	2	4	0	0	0	10	889	8	1	Monumenti e luoghi d'interesse	5,318	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
58048	Jenne	41.88333333	13.16666667	3	Centro	Lazio	Roma	0	RM	349	10049	9	1	2	0	0	0	3	0	0	1	Monumenti e luoghi d'interesse	3,811	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12085	Jerago con Orago	45.7	8.8	1	Nord-ovest	Lombardia	Varese	0	VA	5258	6180	10	1	2	0	0	0	0	0	0	1	Monumenti e luoghi d'interesse	746	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
91035	Jerzu	39.7924133	9.5176792	5	Isole	Sardegna	Nuoro	0	NU	3147	30915	8	13	3	0	0	0	12	633	4	2	Monumenti e luoghi d'interesse|Musei	5,138	6	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
42021	Jesi	43.52278889	13.24395	3	Centro	Marche	Ancona	0	AN	39995	66106	18	23	3	0	0	0	16	3,502	18	2	Monumenti e luoghi d'interesse|Musei	23,356	17	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0
27019	Jesolo	45.53311	12.64475	2	Nord-est	Veneto	Venezia	0	VE	26529	35953	14	10	4	0	0	0	36	323	1	1	Monumenti e luoghi d'interesse	956	2	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0
38010	Jolanda di Savoia (Italia)	44.88333333	11.98333333	2	Nord-est	Emilia-Romagna	Ferrara	0	FE	2753	7441	8	3	2	0	0	0	12	970	3	1	Monumenti e luoghi d'interesse	493	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102018	Joppolo	38.58333333	15.9	4	Sud	Calabria	Vibo Valentia	0	VV	1852	4818	10	1	3	0	0	0	4	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
84019	Joppolo Giancaxio	37.38805556	13.55611111	5	Isole	Sicilia	Agrigento	0	AG	1151	8156	8	2	3	0	0	0	13	0	0	1	Monumenti e luoghi d'interesse	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7038	Jovençan	45.71555556	7.273611111	1	Nord-ovest	Valle d'Aosta/Vallée d'Aoste	Valle d'Aosta/Vallée d'Aoste	0	AO	708	10379	11	9	2	0	0	0	23	0	0	2	Monumenti e luoghi d'interesse|Musei	3,634	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66049	L'Aquila	42.35400833	13.39199167	4	Sud	Abruzzo	L'Aquila	1	AQ	69710	219923	37	88	2	0	0	1	120	1,674	11	3	Musei|Arte|Monumenti e luoghi d'interesse	96,788	51	0	3	0	0	0	0	0	1	0	1	0	0	0	1	0	0
1126	La Cassa	45.18111111	7.517222222	1	Nord-ovest	Piemonte	Torino	0	TO	1795	5942	8	3	2	0	0	0	2	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1127	La Loggia	44.96666667	7.666666667	1	Nord-ovest	Piemonte	Torino	0	TO	8841	19202	10	3	3	0	0	0	11	0	0	1	Monumenti e luoghi d'interesse	7,030	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
90035	La Maddalena	41.21424	9.40833	5	Isole	Sardegna	Sassari	0	SS	11051	20253	12	9	1	0	0	0	17	484	2	1	Monumenti e luoghi d'interesse	1,362	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7039	La Magdeleine (Italia)	45.816667	7.616667	1	Nord-ovest	Valle d'Aosta/Vallée d'Aoste	Valle d'Aosta/Vallée d'Aoste	0	AO	107	8545	7	7	2	0	0	0	17	586	5	1	Monumenti e luoghi d'interesse	1,691	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4105	La Morra	44.63333333	7.933333333	1	Nord-ovest	Piemonte	Cuneo	0	CN	2738	9337	8	5	4	0	0	0	12	516	2	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
7040	La Salle (Italia)	45.74691667	7.072666667	1	Nord-ovest	Valle d'Aosta/Vallée d'Aoste	Valle d'Aosta/Vallée d'Aoste	0	AO	2040	12709	12	10	2	0	0	0	14	0	0	2	Monumenti e luoghi d'interesse|Musei	2,164	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11015	La Spezia	44.10804444	9.828880556	1	Nord-ovest	Liguria	La Spezia	1	SP	93288	122203	23	47	2	0	0	1	56	3,451	24	1	Monumenti e luoghi d'interesse	20,136	16	0	3	1	0	0	0	0	1	0	0	0	0	0	1	0	0
7041	La Thuile (Italia)	45.716	6.95	1	Nord-ovest	Valle d'Aosta/Vallée d'Aoste	Valle d'Aosta/Vallée d'Aoste	0	AO	797	18061	11	10	3	0	0	0	21	0	0	2	Monumenti e luoghi d'interesse|Musei	3,988	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21117	La Valle	46.65763	11.92399	2	Nord-est	Trentino-Alto Adige/Südtirol	Bolzano/Bozen	0	BZ	1398	24628	11	9	2	0	0	0	28	481	4	1	Monumenti e luoghi d'interesse	5,284	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25027	La Valle Agordina	46.2813	12.066	2	Nord-est	Veneto	Belluno	0	BL	1069	10890	8	5	3	0	0	0	4	0	0	1	Monumenti e luoghi di interesse	2,425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97092	La Valletta Brianza	45.73861111	9.362222222	1	Nord-ovest	Lombardia	Lecco	0	LC	4697	4886	8	6	2	0	0	0	5	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
58049	Labico	41.78333333	12.88333333	3	Centro	Lazio	Roma	0	RM	6498	5445	10	0	1	0	0	0	5	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57032	Labro	42.526035	12.800279	3	Centro	Lazio	Rieti	0	RI	363	19037	7	10	3	0	0	0	29	289	1	1	Monumenti e luoghi d'interesse	5,631	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15115	Lacchiarella	45.325	9.14	1	Nord-ovest	Lombardia	Milano	0	MI	9076	13180	10	7	1	0	0	0	7	0	0	1	Edifici storici	3,565	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
63038	Lacco Ameno	40.75	13.88333333	4	Sud	Campania	Napoli	0	NA	4769	13111	8	14	2	0	0	0	18	0	0	1	Monumenti e luoghi d'interesse	3,367	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
64041	Lacedonia	41.05222222	15.42472222	4	Sud	Campania	Avellino	0	AV	2170	9760	9	3	2	0	0	0	3	93	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
21037	Laces	46.61666667	10.86666667	2	Nord-est	Trentino-Alto Adige/Südtirol	Bolzano/Bozen	0	BZ	5198	10547	10	2	2	1	0	0	4	0	0	1	Monumenti e luoghi d'interesse	1,623	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95082	Laconi	39.8526977	9.0520477	5	Isole	Sardegna	Oristano	0	OR	1759	12226	11	4	1	0	0	0	2	473	2	2	Monumenti e luoghi d'interesse|Musei	704	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
58116	Ladispoli	41.95444444	12.07416667	3	Centro	Lazio	Roma	0	RM	41798	20107	16	5	1	0	0	0	13	0	0	1	Monumenti e luoghi d'interesse	4,558	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90034	Laerru	40.81722222	8.835277778	5	Isole	Sardegna	Sassari	0	SS	881	6298	8	1	2	0	0	0	7	179	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80041	Laganadi	38.16666667	15.75	4	Sud	Calabria	Reggio Calabria	0	RC	395	4420	11	1	3	0	0	0	1	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
24049	Laghi (Italia)	45.82361111	11.27305556	2	Nord-est	Veneto	Vicenza	0	VI	124	16559	7	2	5	0	0	0	16	758	5	1	Monumenti e luoghi d'interesse	2,232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13119	Laglio	45.88333333	9.133333333	1	Nord-ovest	Lombardia	Como	0	CO	891	19393	7	6	3	0	0	0	38	1,705	6	1	Monumenti e luoghi d'interesse	7,699	3	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0
4104	Lagnasco	44.63333333	7.55	1	Nord-ovest	Piemonte	Cuneo	0	CN	1428	8929	7	1	4	0	0	0	11	640	3	1	Monumenti e luoghi di Interesse	4,298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78062	Lago (Italia)	39.16666667	16.15	4	Sud	Calabria	Cosenza	0	CS	2458	3866	9	1	3	0	0	0	2	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
76039	Lagonegro	40.13333333	15.76666667	4	Sud	Basilicata	Potenza	0	PZ	5310	28826	9	13	4	0	0	0	26	1,204	10	1	Monumenti e luoghi d'interesse	7,584	7	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
38011	Lagosanto	44.76666667	12.13333333	2	Nord-est	Emilia-Romagna	Ferrara	0	FE	4785	6802	10	2	3	0	0	0	11	0	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
21038	Lagundo	46.68333333	11.13333333	2	Nord-est	Trentino-Alto Adige/Südtirol	Bolzano/Bozen	0	BZ	5025	8752	8	1	1	0	0	0	17	485	4	1	Monumenti e luoghi d'interesse	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9033	Laigueglia	43.97451111	8.158311111	1	Nord-ovest	Liguria	Savona	0	SV	1759	18769	12	10	3	0	0	0	31	0	0	1	Monumenti e luoghi d'interesse	2,723	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15116	Lainate	45.56666667	9.033333333	1	Nord-ovest	Lombardia	Milano	0	MI	26214	24494	13	8	2	0	0	0	13	405	4	1	Luoghi d'interesse	2,171	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0
13120	Laino	45.96666667	9.083333333	1	Nord-ovest	Lombardia	Como	0	CO	531	20959	9	0	2	0	0	0	72	566	3	1	Monumenti e luoghi d'interesse	10,640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78063	Laino Borgo	39.95	15.96666667	4	Sud	Calabria	Cosenza	0	CS	1828	3806	9	0	3	0	0	0	1	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
78064	Laino Castello	39.93611111	15.97777778	4	Sud	Calabria	Cosenza	0	CS	791	13956	8	2	3	0	0	0	5	315	3	1	Laino Castello nuovo	677	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
21039	Laion	46.60809	11.56559	2	Nord-est	Trentino-Alto Adige/Südtirol	Bolzano/Bozen	0	BZ	2746	7881	9	1	1	0	0	0	12	317	2	1	Monumenti e luoghi d'interesse	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21040	Laives (Italia)	46.42761667	11.34047778	2	Nord-est	Trentino-Alto Adige/Südtirol	Bolzano/Bozen	0	BZ	18029	27023	10	9	4	0	0	0	49	770	5	2	Monumenti e luoghi d'interesse|Musei	5,472	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
50016	Lajatico	43.47222222	10.72944444	3	Centro	Toscana	Pisa	0	PI	1303	9892	8	3	2	0	0	0	13	184	1	1	Monumenti e luoghi d'interesse	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16123	Lallio	45.66611111	9.631388889	1	Nord-ovest	Lombardia	Bergamo	0	BG	4162	8527	8	3	3	0	0	0	4	0	0	1	Monumenti e luoghi d'interesse	1,098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69045	Lama dei Peligni	42.05	14.18333333	4	Sud	Abruzzo	Chieti	0	CH	1134	28102	8	6	2	0	0	0	20	2,107	12	1	Monumenti e luoghi di interesse	15,114	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36018	Lama Mocogno	44.3	10.73333333	2	Nord-est	Emilia-Romagna	Modena	0	MO	2668	10784	8	1	3	0	0	0	9	0	0	1	Monumenti e luoghi d'interesse	147	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
13121	Lambrugo	45.75	9.233333333	1	Nord-ovest	Lombardia	Como	0	CO	2489	22003	13	3	3	0	0	0	22	326	2	1	Monumenti e luoghi d'interesse	5,608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79160	Lamezia Terme	38.96666667	16.3	4	Sud	Calabria	Catanzaro	0	CZ	70187	91941	13	22	2	0	0	0	21	2,475	25	2	Monumenti e luoghi d'interesse|Musei	28,595	9	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
25026	Lamon	46.05	11.75	2	Nord-est	Veneto	Belluno	0	BL	2791	24261	9	6	3	0	0	0	10	392	4	1	Monumenti e luoghi d'interesse	750	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
84020	Lampedusa e Linosa	35.50305556	12.60305556	5	Isole	Sicilia	Agrigento	0	AG	6494	10619	11	1	2	1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47005	Lamporecchio	43.81666667	10.9	3	Centro	Toscana	Pistoia	0	PT	7436	19913	8	4	3	0	0	0	14	0	0	1	Monumenti e luoghi d'interesse	963	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2067	Lamporo	45.23333333	8.1	1	Nord-ovest	Piemonte	Vercelli	0	VC	521	6009	9	4	1	0	0	0	6	0	0	1	Monumenti e luoghi d'interesse	1,214	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
21041	Lana (Italia)	46.61666667	11.16666667	2	Nord-est	Trentino-Alto Adige/Südtirol	Bolzano/Bozen	0	BZ	12467	10579	9	1	2	0	0	0	13	644	5	2	Monumenti e luoghi d'interesse|Musei	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69046	Lanciano	42.23121111	14.39046944	4	Sud	Abruzzo	Chieti	0	CH	34855	124582	18	43	4	0	0	0	66	1,938	18	7	Monumenti e luoghi d'interesse|Musei|Arte|Arte romana|Arte romanica e gotica|Arte rinascimentale e barocca|Arte sette-ottocentesca	65,047	23	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3083	Landiona	45.5	8.416666667	1	Nord-ovest	Piemonte	Novara	0	NO	547	3224	9	1	1	0	0	0	9	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
18078	Landriano	45.31666667	9.266666667	1	Nord-ovest	Lombardia	Pavia	0	PV	6517	8246	11	3	3	0	0	0	4	0	0	1	Monumenti e luoghi d'interesse	160	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
34018	Langhirano	44.61666667	10.26666667	2	Nord-est	Emilia-Romagna	Parma	0	PR	10601	44464	11	15	2	0	0	0	78	2,105	10	2	Monumenti e luoghi d'interesse|Musei	26,656	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18079	Langosco	45.21666667	8.566666667	1	Nord-ovest	Lombardia	Pavia	0	PV	360	9712	7	3	3	0	0	0	1	0	0	1	Monumenti e luoghi d'interesse	2,560	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
91037	Lanusei	39.8786788	9.5414543	5	Isole	Sardegna	Nuoro	0	NU	5283	23477	10	11	3	0	0	1	13	482	2	1	Monumenti e luoghi d'interesse	3,363	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58050	Lanuvio	41.68333333	12.7	3	Centro	Lazio	Roma	0	RM	13253	25633	9	12	3	0	0	0	14	956	4	1	Monumenti e luoghi d'interesse	2,797	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
14036	Lanzada	46.26666667	9.866666667	1	Nord-ovest	Lombardia	Sondrio	0	SO	1300	3019	10	0	0	1	0	0	1	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1128	Lanzo Torinese	45.26666667	7.483333333	1	Nord-ovest	Piemonte	Torino	0	TO	4986	67380	9	15	3	0	0	0	74	1,616	10	1	Monumenti e luoghi d'interesse	9,979	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109009	Lapedona	43.10976667	13.77275556	3	Centro	Marche	Fermo	0	FM	1172	7393	8	1	4	0	0	0	9	149	2	1	Monumenti e luoghi d'interesse	1,886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64042	Lapio	40.98222222	14.94722222	4	Sud	Campania	Avellino	0	AV	1491	8707	8	1	3	0	0	0	0	0	0	1	Monumenti e luoghi d'interesse	3,334	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
78065	Lappano	39.31666667	16.31666667	4	Sud	Calabria	Cosenza	0	CS	909	29423	9	2	3	0	0	0	8	1,658	12	1	Monumenti e luoghi d'interesse	4,640	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47006	Larciano	43.81666667	10.88333333	3	Centro	Toscana	Pistoia	0	PT	6317	15613	12	3	3	0	0	0	17	52	0	1	Monumenti e luoghi d'interesse	1,362	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
18080	Lardirago	45.23333333	9.233333333	1	Nord-ovest	Lombardia	Pavia	0	PV	1154	2497	9	2	2	0	0	0	1	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
58115	Lariano	41.73333333	12.83333333	3	Centro	Lazio	Roma	0	RM	13503	13743	9	3	2	0	0	0	12	0	0	1	Monumenti e luoghi d'interesse	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70031	Larino	41.8	14.91666667	4	Sud	Molise	Campobasso	0	CB	6606	35397	8	10	3	0	0	0	15	0	0	1	Monumenti e luoghi d'interesse	19,517	8	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
111037	Las Plassas	39.6800425	8.9851105	5	Isole	Sardegna	Sud Sardegna	0	SU	221	19473	7	1	2	0	0	0	29	3,860	20	2	Monumenti e luoghi d'interesse|Musei	2,813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21042	Lasa (Italia)	46.61666667	10.7	2	Nord-est	Trentino-Alto Adige/Südtirol	Bolzano/Bozen	0	BZ	4094	7264	9	4	1	1	0	0	6	0	0	1	Monumenti e luoghi d'interesse	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82044	Lascari	38	13.93333333	5	Isole	Sicilia	Palermo	0	PA	3647	34113	12	10	1	0	0	0	12	0	0	1	Monumenti e luoghi d'interesse	11,613	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13123	Lasnigo	45.88333333	9.266666667	1	Nord-ovest	Lombardia	Como	0	CO	471	10565	8	2	2	0	0	0	33	368	2	1	Monumenti e luoghi d'interesse	2,524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24050	Lastebasse	45.91555556	11.27138889	2	Nord-est	Veneto	Vicenza	0	VI	191	24190	8	0	4	0	0	0	54	1,275	10	1	Monumenti e luoghi d'interesse	5,389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48024	Lastra a Signa	43.76666667	11.1	3	Centro	Toscana	Firenze	0	FI	19982	93122	31	59	3	0	0	0	25	2,952	34	1	Monumenti e luoghi d'interesse	11,489	13	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
56032	Latera	42.63	11.82833333	3	Centro	Lazio	Viterbo	0	VT	798	20094	9	13	0	0	0	0	3	0	0	1	Monumenti e luoghi d'interesse	7,239	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
51042	Laterina Pergine Valdarno	43.478584	11.68499	3	Centro	Toscana	Arezzo	0	AR	6596	6917	7	1	3	0	0	0	5	0	0	1	Monumenti e luoghi d'interesse	2,056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
